category,file,title,description,new,status,link,failure_reason,andrew_id
cross-cutting,xg-migration-staking.test.ts,XG-025: Mixed SSV and ETH clusters -> migrate SSV cluster -> syncFees -> claim,Mixed SSV and ETH clusters -> migrate SSV cluster -> syncFees -> claim,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L1302,,
cross-cutting,xg-migration-staking.test.ts,XG-026: Migrate -> network fee set to zero -> syncFees -> claim (rewards freeze),Migrate -> network fee set to zero -> syncFees -> claim (rewards freeze),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L1330,,A-ACT-40; A-BOUND-19
cross-cutting,xg-migration-staking.test.ts,XG-027: Migrate cluster with 0 validators -> syncFees -> claim (no fee contribution),Migrate cluster with 0 validators -> syncFees -> claim (no fee contribution),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L1364,,
cross-cutting,xg-migration-staking.test.ts,XG-028: Two-phase EB change — reward rate up then down,Two-phase EB change — reward rate up then down,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L1421,,
cross-cutting,xg-migration-staking.test.ts,"XG-029: Migrate -> EB update to MAX (2048 ETH) -> syncFees -> claim (max vUnits, no overflow)","Migrate -> EB update to MAX (2048 ETH) -> syncFees -> claim (max vUnits, no overflow)",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L1467,,
cross-cutting,xg-migration-staking.test.ts,XG-030: Migrate -> ethDaoBalance -> claimEthRewards double-guard (pool + DAO balance),Migrate -> ethDaoBalance -> claimEthRewards double-guard (pool + DAO balance),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L1502,,
cross-cutting,xg-migration-staking.test.ts,XG-031: Migrate -> operator fee change -> syncFees -> claim (staker reward unaffected by op fee),Migrate -> operator fee change -> syncFees -> claim (staker reward unaffected by op fee),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L1530,,
cross-cutting,xg-migration-staking.test.ts,XG-032: Migrate -> liquidate (ETH to liquidator) -> verify staking pool not affected,Migrate -> liquidate (ETH to liquidator) -> verify staking pool not affected,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L1563,,
cross-cutting,xg-migration-staking.test.ts,XG-033: Migration + staking in same block -> no double-counting or zero-division,Migration + staking in same block -> no double-counting or zero-division,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L1600,,
cross-cutting,xg-migration-staking.test.ts,XG-034: Migrate -> liquidate -> all validators removed -> syncFees with daoTotalEthVUnits = 0,Migrate -> liquidate -> all validators removed -> syncFees with daoTotalEthVUnits = 0,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L1623,,
cross-cutting,xg-migration-staking.test.ts,XG-035: Explicit EB -> liquidate -> deviation removed from daoTotalEthVUnits,Explicit EB -> liquidate -> deviation removed from daoTotalEthVUnits,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L1664,,
cross-cutting,xg-migration-staking.test.ts,XG-036: Explicit EB -> liquidate -> reactivate -> deviation restored,Explicit EB -> liquidate -> reactivate -> deviation restored,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L1705,,
cross-cutting,xg-migration-staking.test.ts,XG-037: Migrate -> fee change -> removeOperator -> migrate second cluster -> syncFees -> claim,Migrate -> fee change -> removeOperator -> migrate second cluster -> syncFees -> claim,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L1756,,
cross-cutting,xg-migration-staking.test.ts,XG-038: Stake -> migrate -> advance 10000 blocks -> syncFees -> claim -> verify ETH_DEDUCTED_DIGITS truncation,Stake -> migrate -> advance 10000 blocks -> syncFees -> claim -> verify ETH_DEDUCTED_DIGITS truncation,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L1817,,A-PREC-01
cross-cutting,xg-migration-staking.test.ts,XG-039: claimEthRewards exceeds stakingEthPoolBalance -> revert InsufficientBalance,ClaimEthRewards exceeds stakingEthPoolBalance -> revert InsufficientBalance,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L1844,,
cross-cutting,xg-migration-staking.test.ts,"XG-045: Double migration prevention + staking: re-migrate reverts, staker unaffected","Double migration prevention + staking: re-migrate reverts, staker unaffected",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L1880,,A-BOUND-15
cross-cutting,xg-migration-staking.test.ts,XG-048: Migrate -> claim dust -> NothingToClaim revert (remainder preserved),Migrate -> claim dust -> NothingToClaim revert (remainder preserved),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L1915,,
cross-cutting,xg-migration-staking.test.ts,XG-040: Migrate -> syncFees with totalStaked == 0 -> fees from migrated cluster lost (BUG-6),Migrate -> syncFees with totalStaked == 0 -> fees from migrated cluster lost (BUG-6),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L1948,,
cross-cutting,xg-migration-staking.test.ts,XG-041: Migrate cluster A (implicit EB) + cluster B (explicit EB) -> syncFees -> claim,Migrate cluster A (implicit EB) + cluster B (explicit EB) -> syncFees -> claim,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L1980,,
cross-cutting,xg-migration-staking.test.ts,XG-042: Migrate -> EB update -> operator removed -> liquidate -> verify accounting,Migrate -> EB update -> operator removed -> liquidate -> verify accounting,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L2024,,
cross-cutting,xg-migration-staking.test.ts,XG-043: Migrate with 13 operators -> syncFees -> claim (no truncation/overflow),Migrate with 13 operators -> syncFees -> claim (no truncation/overflow),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L2071,,
cross-cutting,xg-migration-staking.test.ts,XG-044: Stake -> migrate -> requestUnstake (full) -> liquidate -> withdrawUnlocked -> no cross-contamination,Stake -> migrate -> requestUnstake (full) -> liquidate -> withdrawUnlocked -> no cross-contamination,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L2099,,
cross-cutting,xg-migration-staking.test.ts,XG-046: Migrate -> ethDaoBalance updated -> syncFees reads networkTotalEarnings -> no double-counting,Migrate -> ethDaoBalance updated -> syncFees reads networkTotalEarnings -> no double-counting,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L2144,,
cross-cutting,xg-migration-staking.test.ts,XG-047: Large validator count + explicit high EB -> syncFees -> claim (overflow boundary check),Large validator count + explicit high EB -> syncFees -> claim (overflow boundary check),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L2183,,
cross-cutting,xg-migration-staking.test.ts,XG-049: SSV cluster liquidated -> migrate (reactivation) -> staker gets only post-migration ETH fees,SSV cluster liquidated -> migrate (reactivation) -> staker gets only post-migration ETH fees,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L2225,,
cross-cutting,xg-migration-staking.test.ts,XG-050: Migrate -> syncFees -> claimEthRewards -> verify packed ETH arithmetic consistency,Migrate -> syncFees -> claimEthRewards -> verify packed ETH arithmetic consistency,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L2285,,A-SETUP-07; A-SYNC-01
cross-cutting,xl-lq-chains.test.ts,"XL-001: 4-op full cycle — EB 32→48, liquidate, reactivate, EB 48→64","4-op full cycle — EB 32→48, liquidate, reactivate, EB 48→64",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L206,,
cross-cutting,xl-lq-chains.test.ts,"XL-002: 7-op full cycle — EB 32→48, liquidate, reactivate, EB 48→64","7-op full cycle — EB 32→48, liquidate, reactivate, EB 48→64",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L241,,
cross-cutting,xl-lq-chains.test.ts,"XL-003: full cycle with EB decrease on second update — 32→64, liq, react, 64→48","Full cycle with EB decrease on second update — 32→64, liq, react, 64→48",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L264,,
cross-cutting,xl-lq-chains.test.ts,XL-004: full cycle with implicit EB (no explicit EB update),Full cycle with implicit EB (no explicit EB update),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L283,,
cross-cutting,xl-lq-chains.test.ts,"XL-005: DAO invariant across full cycle — EB 32→48, liq, react, 48→64","DAO invariant across full cycle — EB 32→48, liq, react, 48→64",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L300,,
cross-cutting,xl-lq-chains.test.ts,"XL-006: self-liquidation mid-cycle, reactivate","Self-liquidation mid-cycle, reactivate",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L324,,
cross-cutting,xl-lq-chains.test.ts,XL-007: deposit between reactivation and second EB update,Deposit between reactivation and second EB update,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L345,,
cross-cutting,xl-lq-chains.test.ts,XL-008: deposit on liquidated cluster before reactivation,Deposit on liquidated cluster before reactivation,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L366,,
cross-cutting,xl-lq-chains.test.ts,"XL-009: auto-liquidation from EB increase, then reactivate","Auto-liquidation from EB increase, then reactivate",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L386,,A-ACT-12
cross-cutting,xl-lq-chains.test.ts,"XL-010: auto-liquidation, reactivate, second EB update","Auto-liquidation, reactivate, second EB update",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L420,,
cross-cutting,xl-lq-chains.test.ts,XL-011: EB update → remove op4 → liquidate (THE BUG PATH — Panic 0x11),EB update → remove op4 → liquidate (THE BUG PATH — Panic 0x11),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L459,,
cross-cutting,xl-lq-chains.test.ts,XL-012: EB 32→48 → remove op4 → EB 48→64 → liquidate (Panic — compounding mismatch),EB 32→48 → remove op4 → EB 48→64 → liquidate (Panic — compounding mismatch),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L487,,
cross-cutting,xl-lq-chains.test.ts,XL-013: EB update → remove op4 → auto-liq from EB 128 — Panic 0x11,EB update → remove op4 → auto-liq from EB 128 — Panic 0x11,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L519,,
cross-cutting,xl-lq-chains.test.ts,XL-014: EB update → remove op3 + op4 → liquidate (Panic 0x11 — two dead ops),EB update → remove op3 + op4 → liquidate (Panic 0x11 — two dead ops),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L556,,
cross-cutting,xl-lq-chains.test.ts,"XL-015: remove op4 BEFORE EB update → EB writes to dead op, liquidation subtracts cleanly","Remove op4 BEFORE EB update → EB writes to dead op, liquidation subtracts cleanly",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L584,,
cross-cutting,xl-lq-chains.test.ts,XL-016: EB 32→48 → remove op4 → EB 48→32 (decrease) → Panic in _updateOperatorVUnits,EB 32→48 → remove op4 → EB 48→32 (decrease) → Panic in _updateOperatorVUnits,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L608,,
cross-cutting,xl-lq-chains.test.ts,XL-017: EB update → remove op4 → liquidate → Panic 0x11 (blocks reactivation path),EB update → remove op4 → liquidate → Panic 0x11 (blocks reactivation path),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L632,,
cross-cutting,xl-lq-chains.test.ts,"XL-018: remove op4 → EB update → liquidate → reactivate (EB writes to dead op, liq cleans)","Remove op4 → EB update → liquidate → reactivate (EB writes to dead op, liq cleans)",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L659,,
cross-cutting,xl-lq-chains.test.ts,XL-019: real removeOperator deletes operatorEthVUnits — but liquidation still panics,Real removeOperator deletes operatorEthVUnits — but liquidation still panics,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L686,,
cross-cutting,xl-lq-chains.test.ts,XL-020: EB → remove op4 → EB → remove op3 → liquidate (Panic — chained removals),EB → remove op4 → EB → remove op3 → liquidate (Panic — chained removals),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L719,,
cross-cutting,xl-lq-chains.test.ts,XL-021: liquidate → remove op → reactivate (implicit EB),Liquidate → remove op → reactivate (implicit EB),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L758,,
cross-cutting,xl-lq-chains.test.ts,XL-022: EB update → liquidate → remove op → reactivate (explicit EB),EB update → liquidate → remove op → reactivate (explicit EB),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L782,,
cross-cutting,xl-lq-chains.test.ts,XL-023: liquidate → remove 2 ops → reactivate,Liquidate → remove 2 ops → reactivate,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L806,,
cross-cutting,xl-lq-chains.test.ts,XL-024: liquidate → remove ALL ops → reactivate,Liquidate → remove ALL ops → reactivate,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L821,,
cross-cutting,xl-lq-chains.test.ts,XL-025: liquidate → remove ALL ops → reactivate with insufficient → revert,Liquidate → remove ALL ops → reactivate with insufficient → revert,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L836,,
cross-cutting,xl-lq-chains.test.ts,XL-026: EB → liquidate → remove op → reactivate → EB update,EB → liquidate → remove op → reactivate → EB update,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L852,,
cross-cutting,xl-lq-chains.test.ts,XL-027: liquidate → fee change → reactivate,Liquidate → fee change → reactivate,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L877,,
cross-cutting,xl-lq-chains.test.ts,XL-028: liquidate → fee increase → reactivate with insufficient → revert,Liquidate → fee increase → reactivate with insufficient → revert,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L902,,
cross-cutting,xl-lq-chains.test.ts,XL-029: liquidate → fee decrease → reactivate succeeds at lower threshold,Liquidate → fee decrease → reactivate succeeds at lower threshold,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L933,,
cross-cutting,xl-lq-chains.test.ts,XL-030: liquidate → remove op + fee change on remaining → reactivate,Liquidate → remove op + fee change on remaining → reactivate,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L963,,
cross-cutting,xl-lq-chains.test.ts,XL-031: double liq/react cycle with EB,Double liq/react cycle with EB,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L992,,
cross-cutting,xl-lq-chains.test.ts,XL-032: triple liq/react cycle with EB changes,Triple liq/react cycle with EB changes,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1016,,
cross-cutting,xl-lq-chains.test.ts,XL-033: reactivate → add validator → EB → liquidate,Reactivate → add validator → EB → liquidate,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1043,,
cross-cutting,xl-lq-chains.test.ts,XL-034: reactivate → add validator → EB → auto-liquidate,Reactivate → add validator → EB → auto-liquidate,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1065,,
cross-cutting,xl-lq-chains.test.ts,XL-035: reactivate with exact minimum threshold,Reactivate with exact minimum threshold,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1095,,A-BOUND-16
cross-cutting,xl-lq-chains.test.ts,XL-036: reactivate with 1 wei above minimum,Reactivate with 1 wei above minimum,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1121,,
cross-cutting,xl-lq-chains.test.ts,XL-037: reactivate with value below minimum threshold → revert,Reactivate with value below minimum threshold → revert,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1141,,
cross-cutting,xl-lq-chains.test.ts,XL-038: react → EB → withdraw → liquidate,React → EB → withdraw → liquidate,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1163,,
cross-cutting,xl-lq-chains.test.ts,XL-039: max EB (2048) liquidation and reactivation,Max EB (2048) liquidation and reactivation,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1197,,A-BOUND-13; A-EB-02
cross-cutting,xl-lq-chains.test.ts,XL-040: minimal EB changes (32→33→34) — precision test,Minimal EB changes (32→33→34) — precision test,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1218,,
cross-cutting,xl-lq-chains.test.ts,XL-041: liquidate → EB update on liquidated cluster → reactivate,Liquidate → EB update on liquidated cluster → reactivate,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1250,,A-EB-06
cross-cutting,xl-lq-chains.test.ts,XL-042: liquidate → EB increase on liquidated → reactivate with insufficient → revert,Liquidate → EB increase on liquidated → reactivate with insufficient → revert,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1272,,
cross-cutting,xl-lq-chains.test.ts,XL-043: liquidate → two EB updates on liquidated → reactivate,Liquidate → two EB updates on liquidated → reactivate,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1299,,
cross-cutting,xl-lq-chains.test.ts,XL-044: EB update → liquidate → EB decrease on liquidated → reactivate,EB update → liquidate → EB decrease on liquidated → reactivate,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1322,,
cross-cutting,xl-lq-chains.test.ts,XL-045: EB update → liquidate → same EB on liquidated → reactivate (round-trip),EB update → liquidate → same EB on liquidated → reactivate (round-trip),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1343,,
cross-cutting,xl-lq-chains.test.ts,XL-046: liquidate → remove op → EB on liquidated → reactivate,Liquidate → remove op → EB on liquidated → reactivate,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1364,,
cross-cutting,xl-lq-chains.test.ts,XL-047: auto-liquidation from EB increase → EB decrease while liq → reactivate,Auto-liquidation from EB increase → EB decrease while liq → reactivate,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1388,,
cross-cutting,xl-lq-chains.test.ts,XL-048: liquidate → EB on liq → remove op → reactivate → EB,Liquidate → EB on liq → remove op → reactivate → EB,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1423,,
cross-cutting,xl-lq-chains.test.ts,XL-049: two callers liquidate same cluster — second reverts,Two callers liquidate same cluster — second reverts,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1458,,
cross-cutting,xl-lq-chains.test.ts,XL-050: liquidate then reactivate sequentially,Liquidate then reactivate sequentially,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1484,,
cross-cutting,xl-lq-chains.test.ts,XL-051: owner self-liquidates then reactivates,Owner self-liquidates then reactivates,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1498,,
cross-cutting,xl-lq-chains.test.ts,"XL-052: EB auto-liquidates, owner reactivates immediately after","EB auto-liquidates, owner reactivates immediately after",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1513,,
cross-cutting,xl-lq-chains.test.ts,"XL-053: EB update raises threshold, then liquidation succeeds","EB update raises threshold, then liquidation succeeds",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1542,,
cross-cutting,xl-lq-chains.test.ts,XL-054: two callers reactivate same cluster — second reverts,Two callers reactivate same cluster — second reverts,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1578,,
cross-cutting,xl-lq-chains.test.ts,XL-055: reactivate then EB update — auto-liq may fire on reactivated cluster,Reactivate then EB update — auto-liq may fire on reactivated cluster,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1596,,
cross-cutting,xl-lq-chains.test.ts,"XL-056: two clusters share operators — one liquidates, shared ops retain other deviation","Two clusters share operators — one liquidates, shared ops retain other deviation",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1633,,
cross-cutting,xl-lq-chains.test.ts,"XL-057: shared operators — one cluster liquidates then reactivates, deviation restored","Shared operators — one cluster liquidates then reactivates, deviation restored",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1671,,
cross-cutting,xl-lq-chains.test.ts,XL-058: shared op removed between two cluster liquidations — Panic 0x11 on second liq,Shared op removed between two cluster liquidations — Panic 0x11 on second liq,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1700,,
cross-cutting,xl-lq-chains.test.ts,XL-059: addValidator → EB increase → liquidate → reactivate,AddValidator → EB increase → liquidate → reactivate,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1737,,
cross-cutting,xl-lq-chains.test.ts,XL-060: removeValidator → EB decrease → liquidate → reactivate,RemoveValidator → EB decrease → liquidate → reactivate,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1761,,
cross-cutting,xl-lq-chains.test.ts,XL-061: withdraw near threshold → EB increase triggers auto-liq,Withdraw near threshold → EB increase triggers auto-liq,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1785,,
cross-cutting,xl-lq-chains.test.ts,XL-062: EB decrease + deposit → not liquidatable,EB decrease + deposit → not liquidatable,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1811,,
